,path_file,spk_id,duration_sec,spk_gender
93,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c021b.wav,022,7.5804375,0
94,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c021h.wav,022,6.136125,0
95,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o0318.wav,022,12.8201875,0
97,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a010o.wav,022,5.5718125,0
98,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o030s.wav,022,11.260375,0
99,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o030p.wav,022,9.2295625,0
100,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a0112.wav,022,5.233125,0
101,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a010f.wav,022,6.1098125,0
102,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c0213.wav,022,8.134,0
103,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o0314.wav,022,9.6219375,0
104,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c020y.wav,022,7.8728125,0
105,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o030w.wav,022,5.139875,0
106,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c020w.wav,022,6.4219375,0
107,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a010v.wav,022,5.941375,0
108,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a010i.wav,022,6.9333125,0
109,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c020p.wav,022,5.26075,0
110,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o030l.wav,022,11.6094375,0
111,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o030g.wav,022,6.752125,0
112,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a010q.wav,022,5.813375,0
113,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a0111.wav,022,5.6064375,0
115,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c020i.wav,022,5.07525,0
116,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c021a.wav,022,8.968875,0
117,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a010d.wav,022,7.06325,0
118,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a010p.wav,022,6.0621875,0
119,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a010s.wav,022,5.6848125,0
120,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c020b.wav,022,7.8180625,0
121,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c0204.wav,022,9.5975625,0
122,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o030c.wav,022,8.4559375,0
123,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a010j.wav,022,5.934,0
124,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o0306.wav,022,13.24025,0
125,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a0109.wav,022,5.7845625,0
126,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o0308.wav,022,5.547875,0
127,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a0113.wav,022,5.8885625,0
128,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a0108.wav,022,5.1193125,0
130,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c020z.wav,022,7.04025,0
131,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a010a.wav,022,6.075,0
132,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o030d.wav,022,9.6313125,0
133,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c020f.wav,022,6.38125,0
134,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o0317.wav,022,5.3791875,0
135,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o0307.wav,022,9.8041875,0
136,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o031d.wav,022,10.454625,0
137,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022o0305.wav,022,7.50225,0
138,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c020u.wav,022,6.3456875,0
139,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a0106.wav,022,6.4083125,0
140,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022a010r.wav,022,5.159375,0
141,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/022/022c020q.wav,022,8.9080625,0
142,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c0107.wav,208,8.74,1
143,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c0105.wav,208,7.26,1
144,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010r.wav,208,5.16,1
146,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010d.wav,208,8.02,1
147,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010n.wav,208,5.2,1
149,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010j.wav,208,8.28,1
150,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010c.wav,208,5.0,1
151,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010b.wav,208,10.62,1
152,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010m.wav,208,6.76,1
153,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o0103.wav,208,11.1,1
154,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010c.wav,208,10.28,1
156,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010s.wav,208,6.14,1
158,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a0105.wav,208,5.44,1
160,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o0101.wav,208,11.56,1
161,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010a.wav,208,5.68,1
162,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010n.wav,208,8.08,1
164,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010x.wav,208,5.6,1
165,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010m.wav,208,11.5,1
166,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010u.wav,208,5.54,1
168,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010h.wav,208,7.78,1
171,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a0107.wav,208,5.52,1
172,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010n.wav,208,9.46,1
173,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010i.wav,208,8.12,1
175,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c0101.wav,208,6.36,1
176,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o0106.wav,208,8.56,1
177,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o0107.wav,208,7.9,1
178,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010g.wav,208,9.16,1
180,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010i.wav,208,5.82,1
183,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010t.wav,208,5.2,1
185,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010p.wav,208,9.52,1
186,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010y.wav,208,5.12,1
187,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a0114.wav,208,5.44,1
190,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010c.wav,208,5.16,1
191,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c0108.wav,208,10.96,1
192,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010h.wav,208,10.42,1
193,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a0111.wav,208,5.5,1
195,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010f.wav,208,5.26,1
197,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010q.wav,208,6.3,1
198,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010l.wav,208,5.14,1
199,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c0104.wav,208,8.24,1
201,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a0106.wav,208,5.58,1
202,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010p.wav,208,8.68,1
203,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010g.wav,208,6.44,1
204,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010e.wav,208,5.54,1
205,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o0102.wav,208,13.38,1
208,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010k.wav,208,10.64,1
209,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c0103.wav,208,5.18,1
210,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010l.wav,208,6.94,1
211,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010d.wav,208,5.48,1
214,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c0102.wav,208,8.36,1
215,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010j.wav,208,13.06,1
218,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c0106.wav,208,8.68,1
219,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010h.wav,208,5.82,1
220,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o0104.wav,208,10.38,1
222,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o0109.wav,208,12.14,1
225,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010q.wav,208,5.54,1
226,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010k.wav,208,10.3,1
227,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208a010v.wav,208,5.3,1
228,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010o.wav,208,11.32,1
229,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010f.wav,208,9.1,1
231,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208c010d.wav,208,6.04,1
233,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/208/208o010b.wav,208,9.04,1
235,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c010l.wav,204,5.48,0
236,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c0102.wav,204,6.18,0
237,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204a010e.wav,204,5.38,0
238,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010b.wav,204,10.62,0
240,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c010p.wav,204,7.5,0
243,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c010h.wav,204,7.54,0
244,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c0107.wav,204,7.76,0
247,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204a0107.wav,204,5.14,0
249,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010n.wav,204,6.92,0
253,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o0109.wav,204,10.6,0
258,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204a0111.wav,204,5.4,0
262,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010o.wav,204,10.32,0
263,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o0105.wav,204,7.82,0
266,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c010i.wav,204,5.72,0
267,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010l.wav,204,9.98,0
273,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c010j.wav,204,6.7,0
276,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010f.wav,204,8.74,0
277,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010e.wav,204,12.04,0
279,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010c.wav,204,9.74,0
280,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o0104.wav,204,7.24,0
282,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c010a.wav,204,6.36,0
284,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204a0106.wav,204,5.6,0
285,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c010c.wav,204,6.72,0
286,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010q.wav,204,6.52,0
287,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o0106.wav,204,5.04,0
290,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010d.wav,204,6.78,0
291,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010j.wav,204,12.6,0
292,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010h.wav,204,5.94,0
296,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204a0104.wav,204,5.04,0
297,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204a010y.wav,204,5.06,0
307,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o0102.wav,204,5.58,0
310,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o0103.wav,204,9.58,0
312,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010p.wav,204,12.28,0
314,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010g.wav,204,9.94,0
315,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010i.wav,204,8.78,0
317,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c0104.wav,204,7.88,0
318,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c010o.wav,204,6.56,0
322,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204o010m.wav,204,12.04,0
324,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/204/204c010m.wav,204,8.7,0
325,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo031b.wav,40b,6.66075,1
326,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc020d.wav,40b,8.908,1
327,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc021g.wav,40b,5.9545625,1
328,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba0105.wav,40b,5.7191875,1
330,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba010h.wav,40b,5.8365625,1
331,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba0107.wav,40b,5.882125,1
332,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba0110.wav,40b,5.06125,1
333,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc0202.wav,40b,7.9164375,1
334,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo030g.wav,40b,9.552625,1
335,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc0210.wav,40b,5.273,1
336,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc021f.wav,40b,6.5316875,1
337,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo030b.wav,40b,5.39475,1
338,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba010p.wav,40b,5.024375,1
339,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba010k.wav,40b,5.2100625,1
340,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo0305.wav,40b,6.27025,1
341,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc0201.wav,40b,7.8824375,1
342,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba010c.wav,40b,5.7300625,1
345,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc020o.wav,40b,7.8880625,1
346,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba0109.wav,40b,5.3021875,1
348,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo030c.wav,40b,6.7968125,1
350,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo030e.wav,40b,10.0916875,1
353,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc021b.wav,40b,10.34125,1
354,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc020p.wav,40b,5.6835,1
355,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo0319.wav,40b,5.8079375,1
356,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc020c.wav,40b,10.6025625,1
357,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo030a.wav,40b,5.2625,1
358,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo030s.wav,40b,8.4909375,1
359,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc020x.wav,40b,9.0226875,1
360,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc0215.wav,40b,6.6786875,1
361,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba0111.wav,40b,5.2265,1
362,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc0211.wav,40b,7.2405,1
363,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba010y.wav,40b,5.0623125,1
364,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba0108.wav,40b,5.2216875,1
365,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40ba010a.wav,40b,5.15875,1
366,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc0214.wav,40b,7.114625,1
367,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc020v.wav,40b,5.8171875,1
370,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo0310.wav,40b,9.595125,1
371,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc0205.wav,40b,9.3391875,1
373,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo0316.wav,40b,6.960125,1
374,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc0216.wav,40b,9.34175,1
376,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bc020u.wav,40b,8.739125,1
377,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo031c.wav,40b,7.156,1
378,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo030z.wav,40b,9.035625,1
379,/dsi/gannot-lab/datasets/sharon_db/wsj0/Train/40b/40bo030u.wav,40b,11.000875,1
